   6.0472784e+01   6.0449929e+01   6.0530934e+01   6.0451213e+01   6.0782343e+01   6.0442565e+01   6.0480563e+01   6.0689180e+01   6.0694176e+01   6.0449086e+01   6.0462196e+01   6.0467609e+01   6.0440435e+01   6.0441102e+01   6.0461578e+01   6.0449659e+01   6.0537726e+01   6.0441300e+01   6.0441505e+01   6.0447303e+01   6.0442913e+01   6.0468020e+01   6.0442009e+01   6.0446227e+01   6.0446184e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0553202e+01   6.0473954e+01
   6.0472784e+01   6.0449929e+01   6.0510992e+01   6.0451213e+01   6.0782343e+01   6.0442565e+01   6.0458933e+01   6.0466168e+01   6.0632006e+01   6.0440903e+01   6.0457952e+01   6.0467609e+01   6.0440435e+01   6.0441102e+01   6.0461578e+01   6.0449659e+01   6.0537726e+01   6.0441300e+01   6.0441505e+01   6.0447303e+01   6.0442913e+01   6.0468020e+01   6.0442009e+01   6.0446227e+01   6.0446184e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0553202e+01   6.0473954e+01
   6.0472784e+01   6.0449929e+01   6.0510992e+01   6.0451213e+01   6.0782343e+01   6.0442565e+01   6.0458933e+01   6.0466168e+01   6.0632006e+01   6.0440903e+01   6.0457952e+01   6.0467609e+01   6.0440435e+01   6.0441102e+01   6.0461578e+01   6.0449659e+01   6.0537726e+01   6.0441300e+01   6.0441505e+01   6.0447303e+01   6.0442913e+01   6.0468020e+01   6.0442009e+01   6.0446227e+01   6.0446184e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0553202e+01   6.0473954e+01
   6.0472784e+01   6.0449929e+01   6.0510992e+01   6.0451213e+01   6.0782343e+01   6.0442565e+01   6.0452286e+01   6.0466168e+01   6.0632006e+01   6.0440903e+01   6.0457952e+01   6.0467609e+01   6.0440435e+01   6.0441102e+01   6.0461578e+01   6.0449659e+01   6.0537726e+01   6.0441300e+01   6.0441505e+01   6.0447303e+01   6.0442913e+01   6.0468020e+01   6.0442009e+01   6.0442065e+01   6.0446184e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0483689e+01   6.0473954e+01
   6.0472784e+01   6.0449929e+01   6.0510992e+01   6.0451213e+01   6.0475212e+01   6.0442565e+01   6.0452286e+01   6.0466168e+01   6.0455185e+01   6.0440903e+01   6.0457952e+01   6.0467609e+01   6.0440435e+01   6.0440805e+01   6.0461578e+01   6.0449659e+01   6.0453476e+01   6.0441300e+01   6.0441505e+01   6.0440495e+01   6.0442913e+01   6.0440467e+01   6.0442009e+01   6.0442065e+01   6.0446184e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0482297e+01   6.0473954e+01
   6.0461047e+01   6.0449929e+01   6.0440428e+01   6.0451213e+01   6.0475212e+01   6.0442565e+01   6.0443176e+01   6.0442816e+01   6.0444946e+01   6.0440903e+01   6.0442441e+01   6.0467609e+01   6.0440435e+01   6.0440805e+01   6.0461578e+01   6.0449659e+01   6.0440429e+01   6.0441300e+01   6.0441505e+01   6.0440495e+01   6.0442913e+01   6.0440467e+01   6.0442009e+01   6.0442065e+01   6.0446184e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0482297e+01   6.0451389e+01
   6.0452529e+01   6.0442423e+01   6.0440428e+01   6.0451213e+01   6.0475212e+01   6.0442565e+01   6.0440432e+01   6.0442816e+01   6.0444946e+01   6.0440903e+01   6.0442441e+01   6.0467609e+01   6.0440435e+01   6.0440805e+01   6.0461578e+01   6.0448201e+01   6.0440429e+01   6.0441300e+01   6.0441505e+01   6.0440495e+01   6.0442913e+01   6.0440467e+01   6.0442009e+01   6.0442065e+01   6.0440907e+01   6.0440632e+01   6.0440468e+01   6.0442803e+01   6.0482297e+01   6.0440408e+01
   6.0441254e+01   6.0440599e+01   6.0440428e+01   6.0440673e+01   6.0440551e+01   6.0442565e+01   6.0440432e+01   6.0442816e+01   6.0440420e+01   6.0440903e+01   6.0441450e+01   6.0441350e+01   6.0440400e+01   6.0440505e+01   6.0441395e+01   6.0448201e+01   6.0440429e+01   6.0440760e+01   6.0441505e+01   6.0440495e+01   6.0440410e+01   6.0440467e+01   6.0442009e+01   6.0442065e+01   6.0440400e+01   6.0440632e+01   6.0440428e+01   6.0442768e+01   6.0441584e+01   6.0440408e+01
   6.0441254e+01   6.0440599e+01   6.0440405e+01   6.0440410e+01   6.0440551e+01   6.0442565e+01   6.0440432e+01   6.0440720e+01   6.0440420e+01   6.0440436e+01   6.0440716e+01   6.0441112e+01   6.0440400e+01   6.0440415e+01   6.0440400e+01   6.0440413e+01   6.0440429e+01   6.0440445e+01   6.0441505e+01   6.0440495e+01   6.0440410e+01   6.0440420e+01   6.0440640e+01   6.0441428e+01   6.0440400e+01   6.0440423e+01   6.0440428e+01   6.0440441e+01   6.0440478e+01   6.0440408e+01
   6.0440406e+01   6.0440406e+01   6.0440405e+01   6.0440410e+01   6.0440401e+01   6.0440431e+01   6.0440417e+01   6.0440615e+01   6.0440402e+01   6.0440406e+01   6.0440402e+01   6.0440405e+01   6.0440400e+01   6.0440415e+01   6.0440400e+01   6.0440413e+01   6.0440401e+01   6.0440401e+01   6.0440400e+01   6.0440495e+01   6.0440406e+01   6.0440420e+01   6.0440640e+01   6.0440626e+01   6.0440400e+01   6.0440423e+01   6.0440417e+01   6.0440441e+01   6.0440411e+01   6.0440400e+01
   6.0440406e+01   6.0440406e+01   6.0440402e+01   6.0440410e+01   6.0440401e+01   6.0440401e+01   6.0440403e+01   6.0440460e+01   6.0440402e+01   6.0440400e+01   6.0440401e+01   6.0440405e+01   6.0440400e+01   6.0440412e+01   6.0440400e+01   6.0440413e+01   6.0440401e+01   6.0440401e+01   6.0440400e+01   6.0440400e+01   6.0440401e+01   6.0440402e+01   6.0440420e+01   6.0440402e+01   6.0440400e+01   6.0440423e+01   6.0440414e+01   6.0440441e+01   6.0440411e+01   6.0440400e+01
   6.0440400e+01   6.0440400e+01   6.0440400e+01   6.0440410e+01   6.0440400e+01   6.0440401e+01   6.0440400e+01   6.0440401e+01   6.0440400e+01   6.0440400e+01   6.0440401e+01   6.0440403e+01   6.0440400e+01   6.0440401e+01   6.0440400e+01   6.0440401e+01   6.0440400e+01   6.0440400e+01   6.0440400e+01   6.0440400e+01   6.0440401e+01   6.0440402e+01   6.0440420e+01   6.0440400e+01   6.0440400e+01   6.0440413e+01   6.0440414e+01   6.0440400e+01   6.0440400e+01   6.0440400e+01
